area,unit,attribute,planned_route,selected_route,recommended_conditioning_json,planned_min_conditional_weight,observed_min_conditional_weight,downgraded_to_sparse
24661838,person,commute_mode,joint_fit,joint_fit,[],20.0,20.0,False
24661838,person,commute_duration,joint_fit,joint_fit,[],176.0,176.0,False
24661838,household,bedrooms,joint_fit,joint_fit,[],355.0,355.0,False
24661838,household,period_built,joint_fit,joint_fit,[],355.0,355.0,False
24661838,household,dwelling_condition,joint_fit,joint_fit,[],355.0,355.0,False
24661838,household,core_housing_need,joint_fit,joint_fit,[],345.0,345.0,False
24661839,person,sex,joint_fit,joint_fit,[],299.0,299.0,False
24661839,person,age_group,joint_fit,joint_fit,[],299.0,299.0,False
24661839,household,household_type,joint_fit,joint_fit,[],310.0,310.0,False
24661839,household,household_size,joint_fit,joint_fit,[],310.0,310.0,False
24661839,person,education_level,joint_fit,joint_fit,[],276.0,276.0,False
24661839,person,labour_force_status,joint_fit,joint_fit,[],299.0,299.0,False
24661839,person,household_income,joint_fit,joint_fit,[],299.0,299.0,False
24661839,household,tenure,joint_fit,joint_fit,[],310.0,310.0,False
24661839,household,dwelling_type,joint_fit,joint_fit,[],310.0,310.0,False
24661839,person,citizenship_status,joint_fit,joint_fit,[],299.0,299.0,False
24661839,person,immigrant_status,joint_fit,joint_fit,[],299.0,299.0,False
24661839,person,commute_mode,joint_fit,joint_fit,[],21.0,21.0,False
24661839,person,commute_duration,joint_fit,joint_fit,[],154.0,154.0,False
24661839,household,bedrooms,joint_fit,joint_fit,[],310.0,310.0,False
24661839,household,period_built,joint_fit,joint_fit,[],310.0,310.0,False
24661839,household,dwelling_condition,joint_fit,joint_fit,[],310.0,310.0,False
24661839,household,core_housing_need,joint_fit,joint_fit,[],298.0,298.0,False
24661840,person,sex,joint_fit,joint_fit,[],173.0,173.0,False
24661840,person,age_group,joint_fit,joint_fit,[],174.0,174.0,False
24661840,household,household_type,joint_fit,joint_fit,[],175.0,175.0,False
24661840,household,household_size,joint_fit,joint_fit,[],175.0,175.0,False
24661840,person,education_level,joint_fit,joint_fit,[],162.0,162.0,False
24661840,person,labour_force_status,joint_fit,joint_fit,[],174.0,174.0,False
24661840,person,household_income,joint_fit,joint_fit,[],174.0,174.0,False
24661840,household,tenure,joint_fit,joint_fit,[],175.0,175.0,False
24661840,household,dwelling_type,joint_fit,joint_fit,[],175.0,175.0,False
24661840,person,citizenship_status,joint_fit,joint_fit,[],174.0,174.0,False
24661840,person,immigrant_status,joint_fit,joint_fit,[],174.0,174.0,False
24661840,person,commute_mode,joint_fit,joint_fit,[],10.0,10.0,False
24661840,person,commute_duration,joint_fit,joint_fit,[],93.0,93.0,False
24661840,household,bedrooms,joint_fit,joint_fit,[],175.0,175.0,False
24661840,household,period_built,joint_fit,joint_fit,[],175.0,175.0,False
24661840,household,dwelling_condition,joint_fit,joint_fit,[],175.0,175.0,False
24661840,household,core_housing_need,joint_fit,joint_fit,[],171.0,171.0,False
24661895,person,sex,joint_fit,joint_fit,[],380.0,380.0,False
24661895,person,age_group,joint_fit,joint_fit,[],380.0,380.0,False
24661895,household,household_type,joint_fit,joint_fit,[],395.0,395.0,False
24661895,household,household_size,joint_fit,joint_fit,[],395.0,395.0,False
24661895,person,education_level,joint_fit,joint_fit,[],351.0,351.0,False
24661895,person,labour_force_status,joint_fit,joint_fit,[],380.0,380.0,False
24661895,person,household_income,joint_fit,joint_fit,[],380.0,380.0,False
24661895,household,tenure,joint_fit,joint_fit,[],395.0,395.0,False
24661895,household,dwelling_type,joint_fit,joint_fit,[],394.0,394.0,False
24661895,person,citizenship_status,joint_fit,joint_fit,[],379.0,379.0,False
24661895,person,immigrant_status,joint_fit,joint_fit,[],379.0,379.0,False
24661895,person,commute_mode,joint_fit,joint_fit,[],31.0,31.0,False
24661895,person,commute_duration,joint_fit,joint_fit,[],198.0,198.0,False
24661895,household,bedrooms,joint_fit,joint_fit,[],395.0,395.0,False
24661895,household,period_built,joint_fit,joint_fit,[],395.0,395.0,False
24661895,household,dwelling_condition,joint_fit,joint_fit,[],395.0,395.0,False
24661895,household,core_housing_need,joint_fit,joint_fit,[],381.0,381.0,False
24661896,person,sex,joint_fit,joint_fit,[],289.0,289.0,False
24661896,person,age_group,joint_fit,joint_fit,[],289.0,289.0,False
24661896,household,household_type,joint_fit,joint_fit,[],300.0,300.0,False
24661896,household,household_size,joint_fit,joint_fit,[],300.0,300.0,False
24661896,person,education_level,joint_fit,joint_fit,[],268.0,268.0,False
24661896,person,labour_force_status,joint_fit,joint_fit,[],289.0,289.0,False
24661896,person,household_income,joint_fit,joint_fit,[],289.0,289.0,False
24661896,household,tenure,joint_fit,joint_fit,[],300.0,300.0,False
24661896,household,dwelling_type,joint_fit,joint_fit,[],300.0,300.0,False
24661896,person,citizenship_status,joint_fit,joint_fit,[],288.0,288.0,False
24661896,person,immigrant_status,joint_fit,joint_fit,[],288.0,288.0,False
24661896,person,commute_mode,joint_fit,joint_fit,[],20.0,20.0,False
24661896,person,commute_duration,joint_fit,joint_fit,[],152.0,152.0,False
24661896,household,bedrooms,joint_fit,joint_fit,[],300.0,300.0,False
24661896,household,period_built,joint_fit,joint_fit,[],300.0,300.0,False
24661896,household,dwelling_condition,joint_fit,joint_fit,[],300.0,300.0,False
24661896,household,core_housing_need,joint_fit,joint_fit,[],293.0,293.0,False
24661897,person,sex,joint_fit,joint_fit,[],373.0,373.0,False
24661897,person,age_group,joint_fit,joint_fit,[],373.0,373.0,False
24661897,household,household_type,joint_fit,joint_fit,[],380.0,380.0,False
24661897,household,household_size,joint_fit,joint_fit,[],380.0,380.0,False
24661897,person,education_level,joint_fit,joint_fit,[],348.0,348.0,False
24661897,person,labour_force_status,joint_fit,joint_fit,[],372.0,372.0,False
24661897,person,household_income,joint_fit,joint_fit,[],372.0,372.0,False
24661897,household,tenure,joint_fit,joint_fit,[],380.0,380.0,False
24661897,household,dwelling_type,joint_fit,joint_fit,[],380.0,380.0,False
24661897,person,citizenship_status,joint_fit,joint_fit,[],367.0,367.0,False
24661897,person,immigrant_status,joint_fit,joint_fit,[],367.0,367.0,False
24661897,person,commute_mode,joint_fit,joint_fit,[],24.0,24.0,False
24661897,person,commute_duration,joint_fit,joint_fit,[],182.0,182.0,False
24661897,household,bedrooms,joint_fit,joint_fit,[],380.0,380.0,False
24661897,household,period_built,joint_fit,joint_fit,[],379.0,379.0,False
24661897,household,dwelling_condition,joint_fit,joint_fit,[],380.0,380.0,False
24661897,household,core_housing_need,joint_fit,joint_fit,[],372.0,372.0,False
24661898,person,sex,joint_fit,joint_fit,[],290.0,290.0,False
24661898,person,age_group,joint_fit,joint_fit,[],290.0,290.0,False
24661898,household,household_type,joint_fit,joint_fit,[],300.0,300.0,False
24661898,household,household_size,joint_fit,joint_fit,[],300.0,300.0,False
24661898,person,education_level,joint_fit,joint_fit,[],262.0,262.0,False
24661898,person,labour_force_status,joint_fit,joint_fit,[],288.0,288.0,False
24661898,person,household_income,joint_fit,joint_fit,[],288.0,288.0,False
24661898,household,tenure,joint_fit,joint_fit,[],300.0,300.0,False
24661898,household,dwelling_type,joint_fit,joint_fit,[],299.0,299.0,False
24661898,person,citizenship_status,joint_fit,joint_fit,[],288.0,288.0,False
24661898,person,immigrant_status,joint_fit,joint_fit,[],288.0,288.0,False
24661898,person,commute_mode,joint_fit,joint_fit,[],22.0,22.0,False
24661898,person,commute_duration,joint_fit,joint_fit,[],153.0,153.0,False
24661898,household,bedrooms,joint_fit,joint_fit,[],300.0,300.0,False
24661898,household,period_built,joint_fit,joint_fit,[],300.0,300.0,False
24661898,household,dwelling_condition,joint_fit,joint_fit,[],300.0,300.0,False
24661898,household,core_housing_need,joint_fit,joint_fit,[],296.0,296.0,False
24661899,person,sex,joint_fit,joint_fit,[],555.0,555.0,False
24661899,person,age_group,joint_fit,joint_fit,[],555.0,555.0,False
24661899,household,household_type,joint_fit,joint_fit,[],570.0,570.0,False
24661899,household,household_size,joint_fit,joint_fit,[],570.0,570.0,False
24661899,person,education_level,joint_fit,joint_fit,[],505.0,505.0,False
24661899,person,labour_force_status,joint_fit,joint_fit,[],554.0,554.0,False
24661899,person,household_income,joint_fit,joint_fit,[],554.0,554.0,False
24661899,household,tenure,joint_fit,joint_fit,[],570.0,570.0,False
24661899,household,dwelling_type,joint_fit,joint_fit,[],570.0,570.0,False
24661899,person,citizenship_status,joint_fit,joint_fit,[],555.0,555.0,False
24661899,person,immigrant_status,joint_fit,joint_fit,[],555.0,555.0,False
24661899,person,commute_mode,joint_fit,joint_fit,[],40.0,40.0,False
24661899,person,commute_duration,joint_fit,joint_fit,[],263.0,263.0,False
24661899,household,bedrooms,joint_fit,joint_fit,[],570.0,570.0,False
24661899,household,period_built,joint_fit,joint_fit,[],570.0,570.0,False
24661899,household,dwelling_condition,joint_fit,joint_fit,[],570.0,570.0,False
24661899,household,core_housing_need,joint_fit,joint_fit,[],551.0,551.0,False
24661900,person,sex,joint_fit,joint_fit,[],330.0,330.0,False
24661900,person,age_group,joint_fit,joint_fit,[],330.0,330.0,False
24661900,household,household_type,joint_fit,joint_fit,[],335.0,335.0,False
24661900,household,household_size,joint_fit,joint_fit,[],335.0,335.0,False
24661900,person,education_level,joint_fit,joint_fit,[],307.0,307.0,False
24661900,person,labour_force_status,joint_fit,joint_fit,[],329.0,329.0,False
24661900,person,household_income,joint_fit,joint_fit,[],329.0,329.0,False
24661900,household,tenure,joint_fit,joint_fit,[],335.0,335.0,False
24661900,household,dwelling_type,joint_fit,joint_fit,[],335.0,335.0,False
24661900,person,citizenship_status,joint_fit,joint_fit,[],329.0,329.0,False
24661900,person,immigrant_status,joint_fit,joint_fit,[],329.0,329.0,False
24661900,person,commute_mode,joint_fit,joint_fit,[],21.0,21.0,False
24661900,person,commute_duration,joint_fit,joint_fit,[],186.0,186.0,False
24661900,household,bedrooms,joint_fit,joint_fit,[],335.0,335.0,False
24661900,household,period_built,joint_fit,joint_fit,[],335.0,335.0,False
24661900,household,dwelling_condition,joint_fit,joint_fit,[],335.0,335.0,False
24661900,household,core_housing_need,joint_fit,joint_fit,[],327.0,327.0,False
24661901,person,sex,joint_fit,joint_fit,[],170.0,170.0,False
24661901,person,age_group,joint_fit,joint_fit,[],171.0,171.0,False
24661901,household,household_type,joint_fit,joint_fit,[],180.0,180.0,False
24661901,household,household_size,joint_fit,joint_fit,[],180.0,180.0,False
24661901,person,education_level,joint_fit,joint_fit,[],154.0,154.0,False
24661901,person,labour_force_status,joint_fit,joint_fit,[],171.0,171.0,False
24661901,person,household_income,joint_fit,joint_fit,[],171.0,171.0,False
24661901,household,tenure,joint_fit,joint_fit,[],180.0,180.0,False
24661901,household,dwelling_type,joint_fit,joint_fit,[],180.0,180.0,False
24661901,person,citizenship_status,joint_fit,joint_fit,[],170.0,170.0,False
24661901,person,immigrant_status,joint_fit,joint_fit,[],170.0,170.0,False
24661901,person,commute_mode,joint_fit,joint_fit,[],16.0,16.0,False
24661901,person,commute_duration,joint_fit,joint_fit,[],93.0,93.0,False
24661901,household,bedrooms,joint_fit,joint_fit,[],180.0,180.0,False
24661901,household,period_built,joint_fit,joint_fit,[],180.0,180.0,False
24661901,household,dwelling_condition,joint_fit,joint_fit,[],180.0,180.0,False
24661901,household,core_housing_need,joint_fit,joint_fit,[],176.0,176.0,False
24661902,person,sex,joint_fit,joint_fit,[],331.0,331.0,False
24661902,person,age_group,joint_fit,joint_fit,[],331.0,331.0,False
24661902,household,household_type,joint_fit,joint_fit,[],345.0,345.0,False
24661902,household,household_size,joint_fit,joint_fit,[],345.0,345.0,False
24661902,person,education_level,joint_fit,joint_fit,[],295.0,295.0,False
24661902,person,labour_force_status,joint_fit,joint_fit,[],330.0,330.0,False
24661902,person,household_income,joint_fit,joint_fit,[],330.0,330.0,False
24661902,household,tenure,joint_fit,joint_fit,[],345.0,345.0,False
24661902,household,dwelling_type,joint_fit,joint_fit,[],344.0,344.0,False
24661902,person,citizenship_status,joint_fit,joint_fit,[],331.0,331.0,False
24661902,person,immigrant_status,joint_fit,joint_fit,[],331.0,331.0,False
24661902,person,commute_mode,joint_fit,joint_fit,[],26.0,26.0,False
24661902,person,commute_duration,joint_fit,joint_fit,[],169.0,169.0,False
24661902,household,bedrooms,joint_fit,joint_fit,[],345.0,345.0,False
24661902,household,period_built,joint_fit,joint_fit,[],345.0,345.0,False
24661902,household,dwelling_condition,joint_fit,joint_fit,[],345.0,345.0,False
24661902,household,core_housing_need,joint_fit,joint_fit,[],339.0,339.0,False
24661903,person,sex,joint_fit,joint_fit,[],285.0,285.0,False
24661903,person,age_group,joint_fit,joint_fit,[],285.0,285.0,False
24661903,household,household_type,joint_fit,joint_fit,[],295.0,295.0,False
24661903,household,household_size,joint_fit,joint_fit,[],295.0,295.0,False
24661903,person,education_level,joint_fit,joint_fit,[],260.0,260.0,False
24661903,person,labour_force_status,joint_fit,joint_fit,[],285.0,285.0,False
24661903,person,household_income,joint_fit,joint_fit,[],285.0,285.0,False
24661903,household,tenure,joint_fit,joint_fit,[],295.0,295.0,False
24661903,household,dwelling_type,joint_fit,joint_fit,[],295.0,295.0,False
24661903,person,citizenship_status,joint_fit,joint_fit,[],284.0,284.0,False
24661903,person,immigrant_status,joint_fit,joint_fit,[],284.0,284.0,False
24661903,person,commute_mode,joint_fit,joint_fit,[],24.0,24.0,False
24661903,person,commute_duration,joint_fit,joint_fit,[],147.0,147.0,False
24661903,household,bedrooms,joint_fit,joint_fit,[],295.0,295.0,False
24661903,household,period_built,joint_fit,joint_fit,[],294.0,294.0,False
24661903,household,dwelling_condition,joint_fit,joint_fit,[],295.0,295.0,False
24661903,household,core_housing_need,joint_fit,joint_fit,[],292.0,292.0,False
24661904,person,sex,joint_fit,joint_fit,[],257.0,257.0,False
24661904,person,age_group,joint_fit,joint_fit,[],258.0,258.0,False
24661904,household,household_type,joint_fit,joint_fit,[],265.0,265.0,False
24661904,household,household_size,joint_fit,joint_fit,[],265.0,265.0,False
24661904,person,education_level,joint_fit,joint_fit,[],240.0,240.0,False
24661904,person,labour_force_status,joint_fit,joint_fit,[],258.0,258.0,False
24661904,person,household_income,joint_fit,joint_fit,[],258.0,258.0,False
24661904,household,tenure,joint_fit,joint_fit,[],265.0,265.0,False
24661904,household,dwelling_type,joint_fit,joint_fit,[],265.0,265.0,False
24661904,person,citizenship_status,joint_fit,joint_fit,[],258.0,258.0,False
24661904,person,immigrant_status,joint_fit,joint_fit,[],258.0,258.0,False
24661904,person,commute_mode,joint_fit,joint_fit,[],13.0,13.0,False
24661904,person,commute_duration,joint_fit,joint_fit,[],133.0,133.0,False
24661904,household,bedrooms,joint_fit,joint_fit,[],265.0,265.0,False
24661904,household,period_built,joint_fit,joint_fit,[],265.0,265.0,False
24661904,household,dwelling_condition,joint_fit,joint_fit,[],265.0,265.0,False
24661904,household,core_housing_need,joint_fit,joint_fit,[],253.0,253.0,False
24661905,person,sex,joint_fit,joint_fit,[],247.0,247.0,False
24661905,person,age_group,joint_fit,joint_fit,[],247.0,247.0,False
24661905,household,household_type,joint_fit,joint_fit,[],255.0,255.0,False
24661905,household,household_size,joint_fit,joint_fit,[],255.0,255.0,False
24661905,person,education_level,joint_fit,joint_fit,[],228.0,228.0,False
24661905,person,labour_force_status,joint_fit,joint_fit,[],246.0,246.0,False
24661905,person,household_income,joint_fit,joint_fit,[],246.0,246.0,False
24661905,household,tenure,joint_fit,joint_fit,[],255.0,255.0,False
24661905,household,dwelling_type,joint_fit,joint_fit,[],255.0,255.0,False
24661905,person,citizenship_status,joint_fit,joint_fit,[],244.0,244.0,False
24661905,person,immigrant_status,joint_fit,joint_fit,[],244.0,244.0,False
24661905,person,commute_mode,joint_fit,joint_fit,[],14.0,14.0,False
24661905,person,commute_duration,joint_fit,joint_fit,[],133.0,133.0,False
24661905,household,bedrooms,joint_fit,joint_fit,[],255.0,255.0,False
24661905,household,period_built,joint_fit,joint_fit,[],255.0,255.0,False
24661905,household,dwelling_condition,joint_fit,joint_fit,[],255.0,255.0,False
24661905,household,core_housing_need,joint_fit,joint_fit,[],248.0,248.0,False
