unit,attribute,category,reference_count,seed_count,reference_share,seed_share,abs_pp_diff,target_provenance,smoothing_mode
household,bedrooms,no_bedroom,0.0,0.0,0.0,0.0,0.0,direct_da,direct
household,bedrooms,1_bedroom,100.0,3529.0,0.35714285714285715,0.40958681522748375,5.244395808462659,direct_da,direct
household,bedrooms,2_bedrooms,105.0,3018.0,0.375,0.3502785515320334,2.4721448467966587,direct_da,direct
household,bedrooms,3_bedrooms,60.0,1729.0,0.21428571428571427,0.2006731662024141,1.3612548083300173,direct_da,direct
household,bedrooms,4plus_bedrooms,15.0,340.0,0.05357142857142857,0.03946146703806871,1.410996153335986,direct_da,direct
household,period_built,1945_or_before,195.0,2422.0,0.3611111111111111,0.2811049210770659,8.00061900340452,direct_da,direct
household,period_built,1946_to_1960,195.0,2178.0,0.3611111111111111,0.2527855153203343,10.832559579077683,direct_da,direct
household,period_built,1961_to_1970,55.0,1297.0,0.10185185185185185,0.1505338904363974,4.868203858454555,direct_da,direct
household,period_built,1971_to_1980,55.0,1257.0,0.10185185185185185,0.14589136490250695,4.403951305065511,direct_da,direct
household,period_built,1981_to_1990,0.0,526.0,0.0,0.06104921077065924,6.1049210770659235,direct_da,direct
household,period_built,1991_to_1995,10.0,336.0,0.018518518518518517,0.03899721448467967,2.047869596616115,direct_da,direct
household,period_built,1996_to_2000,10.0,296.0,0.018518518518518517,0.034354688950789226,1.5836170432270709,direct_da,direct
household,period_built,2001_to_2005,10.0,65.0,0.018518518518518517,0.0075441039925719594,1.0974414525946559,direct_da,direct
household,period_built,2006_to_2010,0.0,67.0,0.0,0.007776230269266481,0.7776230269266481,direct_da,direct
household,period_built,2011_to_2015,0.0,37.0,0.0,0.004294336118848653,0.42943361188486534,direct_da,direct
household,period_built,2016_to_2021,10.0,135.0,0.018518518518518517,0.015668523676880222,0.28499948416382953,direct_da,direct
household,dwelling_condition,regular_maintenance,122.0,4582.0,0.4206896551724138,0.5318012999071495,11.111164473473572,direct_da,direct
household,dwelling_condition,minor_repairs,123.0,3225.0,0.4241379310344828,0.37430362116991645,4.983430986456633,direct_da,direct
household,dwelling_condition,major_repairs,45.0,809.0,0.15517241379310345,0.09389507892293407,6.127733487016938,direct_da,direct
household,core_housing_need,not_in_core_need,230.0,7582.0,0.8518518518518519,0.9145958986731001,6.274404682124823,direct_da,direct
household,core_housing_need,in_core_need,40.0,708.0,0.14814814814814814,0.08540410132689988,6.2744046821248265,direct_da,direct
person,sex,female,230.0,7792.0,0.4842105263157895,0.5012221793387367,1.7011653022947215,direct_da,direct
person,sex,male,245.0,7754.0,0.5157894736842106,0.49877782066126336,1.7011653022947215,direct_da,direct
person,age_group,0_to_4,20.0,1298.0,0.042105263157894736,0.08349414640421973,4.138888324632499,direct_da,direct
person,age_group,5_to_14,30.0,1377.0,0.06315789473684211,0.08857583944423003,2.5417944707387923,direct_da,direct
person,age_group,15_to_24,50.0,2105.0,0.10526315789473684,0.13540460568635018,3.0141447791613345,direct_da,direct
person,age_group,25_to_34,125.0,4423.0,0.2631578947368421,0.2845104850122218,2.1352590275379724,direct_da,direct
person,age_group,35_to_39,45.0,1502.0,0.09473684210526316,0.09661649298855012,0.1879650883286954,direct_da,direct
person,age_group,40_to_44,35.0,1368.0,0.07368421052631578,0.08799691238903898,1.4312701862723196,direct_da,direct
person,age_group,45_to_49,20.0,865.0,0.042105263157894736,0.05564132252669497,1.3536059368800237,direct_da,direct
person,age_group,50_to_54,15.0,1009.0,0.031578947368421054,0.06490415540975171,3.3325208041330656,direct_da,direct
person,age_group,55_to_59,20.0,958.0,0.042105263157894736,0.06162356876366911,1.9518305605774375,direct_da,direct
person,age_group,60_to_64,20.0,641.0,0.042105263157894736,0.04123247137527338,0.08727917826213544,direct_da,direct
person,age_group,65_to_69,25.0,0.0,0.05263157894736842,0.0,5.263157894736842,direct_da,direct
person,age_group,70_to_74,30.0,0.0,0.06315789473684211,0.0,6.315789473684211,direct_da,direct
person,age_group,75_to_79,10.0,0.0,0.021052631578947368,0.0,2.1052631578947367,direct_da,direct
person,age_group,80_to_84,15.0,0.0,0.031578947368421054,0.0,3.1578947368421053,direct_da,direct
person,age_group,85_plus,15.0,0.0,0.031578947368421054,0.0,3.1578947368421053,direct_da,direct
household,household_type,couple_with_children,25.0,1285.0,0.08620689655172414,0.14914113277623026,6.293423622450611,direct_da,direct
household,household_type,couple_without_children,50.0,1928.0,0.1724137931034483,0.22376973073351902,5.135593763007074,direct_da,direct
household,household_type,one_parent,15.0,415.0,0.05172413793103448,0.04816620241411328,0.35579355169212057,direct_da,direct
household,household_type,one_person,185.0,4401.0,0.6379310344827587,0.5107938718662952,12.713716261646347,direct_da,direct
household,household_type,other,15.0,587.0,0.05172413793103448,0.06812906220984215,1.6404924278807667,direct_da,direct
household,household_size,1,185.0,4401.0,0.6271186440677966,0.5107938718662952,11.63247722015014,direct_da,direct
household,household_size,2,70.0,2597.0,0.23728813559322035,0.30141597028783657,6.412783469461622,direct_da,direct
household,household_size,3,14.0,802.0,0.04745762711864407,0.09308263695450325,4.5625009835859185,direct_da,direct
household,household_size,4,23.0,596.0,0.07796610169491526,0.06917363045496751,0.8792471239947752,direct_da,direct
household,household_size,5plus,3.0,220.0,0.010169491525423728,0.0255338904363974,1.5364398910973673,direct_da,direct
person,education_level,no_certificate_or_diploma,20.0,346.0,0.06779661016949153,0.032138212892439164,3.565839727705236,direct_da,direct
person,education_level,high_school_or_equivalent,65.0,1196.0,0.22033898305084745,0.1110904699981423,10.924851305270515,direct_da,direct
person,education_level,postsecondary_certificate_diploma_or_degree,210.0,9224.0,0.711864406779661,0.8567713171094186,14.490691032975755,direct_da,direct
person,labour_force_status,employed,245.0,9010.0,0.5764705882352941,0.7000233082122601,12.355271997696605,direct_da,direct
person,labour_force_status,unemployed,35.0,1039.0,0.08235294117647059,0.08072410846088104,0.16288327155895427,direct_da,direct
person,labour_force_status,not_in_labour_force,145.0,2822.0,0.3411764705882353,0.21925258332685882,12.192388726137649,direct_da,direct
person,household_income,lt_20k,85.0,2177.0,0.2,0.16913992696760158,3.0860073032398434,direct_da,direct
person,household_income,20k_to_59k,260.0,7248.0,0.611764705882353,0.5631264082044907,4.863829767786232,direct_da,direct
person,household_income,60k_to_99k,65.0,2499.0,0.15294117647058825,0.1941574081267967,4.121623165620844,direct_da,direct
person,household_income,100k_plus,15.0,947.0,0.03529411764705882,0.07357625670111102,3.82821390540522,direct_da,direct
household,tenure,owner,60.0,2381.0,0.19672131147540983,0.2763463324048282,7.962502092941836,direct_da,direct
household,tenure,renter_or_band,245.0,6235.0,0.8032786885245902,0.7236536675951718,7.962502092941836,direct_da,direct
household,dwelling_type,single_detached_house,0.0,7.0,0.0,0.0008127249506559852,0.08127249506559851,direct_da,direct
household,dwelling_type,apartment,295.0,8157.0,1.0,0.9470567746429815,5.294322535701845,direct_da,direct
household,dwelling_type,other_dwelling,0.0,449.0,0.0,0.052130500406362475,5.213050040636247,direct_da,direct
person,citizenship_status,canadian_citizen,395.0,12751.0,0.8061224489795918,0.8270740092106117,2.095156023101985,direct_da,direct
person,citizenship_status,not_canadian_citizen,95.0,2666.0,0.19387755102040816,0.17292599078938833,2.0951560231019823,direct_da,direct
person,immigrant_status,non_immigrant,325.0,10620.0,0.6701030927835051,0.688849970811442,1.8746878027936842,direct_da,direct
person,immigrant_status,immigrant,115.0,3273.0,0.23711340206185566,0.21229811247324382,2.481528958861184,direct_da,direct
person,immigrant_status,non_permanent_resident,45.0,1524.0,0.09278350515463918,0.09885191671531426,0.6068411560675085,direct_da,direct
person,commute_mode,private_vehicle,35.0,0.0,0.30434782608695654,0.0,30.434782608695656,direct_da,direct
person,commute_mode,public_transit,45.0,1556.0,0.391304347826087,0.9835651074589128,59.226075963282575,direct_da,direct
person,commute_mode,active_transport,35.0,0.0,0.30434782608695654,0.0,30.434782608695656,direct_da,direct
person,commute_mode,other_method,0.0,26.0,0.0,0.01643489254108723,1.643489254108723,direct_da,direct
person,commute_duration,lt_15_min,20.0,1397.0,0.16666666666666666,0.24448722436121806,7.78205576945514,direct_da,direct
person,commute_duration,15_to_29_min,40.0,2281.0,0.3333333333333333,0.3991949597479874,6.5861626414654095,direct_da,direct
person,commute_duration,30_to_44_min,40.0,1678.0,0.3333333333333333,0.2936646832341617,3.966865009917159,direct_da,direct
person,commute_duration,45_to_59_min,10.0,358.0,0.08333333333333333,0.06265313265663283,2.0680200676700498,direct_da,direct
person,commute_duration,60_plus_min,10.0,0.0,0.08333333333333333,0.0,8.333333333333332,direct_da,direct
household,bedrooms,no_bedroom,0.0,0.0,0.0,0.0,0.0,direct_da,direct
household,bedrooms,1_bedroom,195.0,3529.0,0.6610169491525424,0.40958681522748375,25.143013392505864,direct_da,direct
household,bedrooms,2_bedrooms,75.0,3018.0,0.2542372881355932,0.3502785515320334,9.60412633964402,direct_da,direct
household,bedrooms,3_bedrooms,25.0,1729.0,0.0847457627118644,0.2006731662024141,11.592740349054969,direct_da,direct
household,bedrooms,4plus_bedrooms,0.0,340.0,0.0,0.03946146703806871,3.9461467038068707,direct_da,direct
household,period_built,1945_or_before,150.0,2422.0,0.2702702702702703,0.2811049210770659,1.0834650806795632,direct_da,direct
household,period_built,1946_to_1960,150.0,2178.0,0.2702702702702703,0.2527855153203343,1.748475494993601,direct_da,direct
household,period_built,1961_to_1970,85.0,1297.0,0.15315315315315314,0.1505338904363974,0.2619262716755749,direct_da,direct
household,period_built,1971_to_1980,85.0,1257.0,0.15315315315315314,0.14589136490250695,0.726178825064619,direct_da,direct
household,period_built,1981_to_1990,45.0,526.0,0.08108108108108109,0.06104921077065924,2.003187031042185,direct_da,direct
household,period_built,1991_to_1995,15.0,336.0,0.02702702702702703,0.03899721448467967,1.197018745765264,direct_da,direct
household,period_built,1996_to_2000,15.0,296.0,0.02702702702702703,0.034354688950789226,0.7327661923762198,direct_da,direct
household,period_built,2001_to_2005,0.0,65.0,0.0,0.0075441039925719594,0.754410399257196,direct_da,direct
household,period_built,2006_to_2010,0.0,67.0,0.0,0.007776230269266481,0.7776230269266481,direct_da,direct
household,period_built,2011_to_2015,10.0,37.0,0.018018018018018018,0.004294336118848653,1.3723681899169367,direct_da,direct
household,period_built,2016_to_2021,0.0,135.0,0.0,0.015668523676880222,1.5668523676880222,direct_da,direct
household,dwelling_condition,regular_maintenance,145.0,4582.0,0.47540983606557374,0.5318012999071495,5.639146384157579,direct_da,direct
household,dwelling_condition,minor_repairs,145.0,3225.0,0.47540983606557374,0.37430362116991645,10.11062148956573,direct_da,direct
household,dwelling_condition,major_repairs,15.0,809.0,0.04918032786885246,0.09389507892293407,4.471475105408161,direct_da,direct
household,core_housing_need,not_in_core_need,275.0,7582.0,0.9166666666666666,0.9145958986731001,0.20707679935665357,direct_da,direct
household,core_housing_need,in_core_need,25.0,708.0,0.08333333333333333,0.08540410132689988,0.20707679935665496,direct_da,direct
person,sex,female,280.0,7792.0,0.5283018867924528,0.5012221793387367,2.707970745371613,direct_da,direct
person,sex,male,250.0,7754.0,0.4716981132075472,0.49877782066126336,2.707970745371618,direct_da,direct
person,age_group,0_to_4,25.0,1298.0,0.04716981132075472,0.08349414640421973,3.632433508346501,direct_da,direct
person,age_group,5_to_14,45.0,1377.0,0.08490566037735849,0.08857583944423003,0.36701790668715456,direct_da,direct
person,age_group,15_to_24,70.0,2105.0,0.1320754716981132,0.13540460568635018,0.33291339882369764,direct_da,direct
person,age_group,25_to_34,115.0,4423.0,0.2169811320754717,0.2845104850122218,6.75293529367501,direct_da,direct
person,age_group,35_to_39,55.0,1502.0,0.10377358490566038,0.09661649298855012,0.7157091917110268,direct_da,direct
person,age_group,40_to_44,50.0,1368.0,0.09433962264150944,0.08799691238903898,0.6342710252470463,direct_da,direct
person,age_group,45_to_49,30.0,865.0,0.05660377358490566,0.05564132252669497,0.09624510582106893,direct_da,direct
person,age_group,50_to_54,25.0,1009.0,0.04716981132075472,0.06490415540975171,1.773434408899699,direct_da,direct
person,age_group,55_to_59,25.0,958.0,0.04716981132075472,0.06162356876366911,1.445375744291439,direct_da,direct
person,age_group,60_to_64,20.0,641.0,0.03773584905660377,0.04123247137527338,0.34966223186696094,direct_da,direct
person,age_group,65_to_69,35.0,0.0,0.0660377358490566,0.0,6.60377358490566,direct_da,direct
person,age_group,70_to_74,10.0,0.0,0.018867924528301886,0.0,1.8867924528301887,direct_da,direct
person,age_group,75_to_79,15.0,0.0,0.02830188679245283,0.0,2.8301886792452833,direct_da,direct
person,age_group,80_to_84,5.0,0.0,0.009433962264150943,0.0,0.9433962264150944,direct_da,direct
person,age_group,85_plus,5.0,0.0,0.009433962264150943,0.0,0.9433962264150944,direct_da,direct
household,household_type,couple_with_children,40.0,1285.0,0.15384615384615385,0.14914113277623026,0.47050210699235984,direct_da,direct
household,household_type,couple_without_children,70.0,1928.0,0.2692307692307692,0.22376973073351902,4.54610384972502,direct_da,direct
household,household_type,one_parent,15.0,415.0,0.057692307692307696,0.04816620241411328,0.9526105278194419,direct_da,direct
household,household_type,one_person,110.0,4401.0,0.4230769230769231,0.5107938718662952,8.771694878937215,direct_da,direct
household,household_type,other,25.0,587.0,0.09615384615384616,0.06812906220984215,2.802478394400401,direct_da,direct
household,household_size,1,110.0,4401.0,0.41509433962264153,0.5107938718662952,9.569953224365369,direct_da,direct
household,household_size,2,88.0,2597.0,0.3320754716981132,0.30141597028783657,3.0659501410276624,direct_da,direct
household,household_size,3,26.0,802.0,0.09811320754716982,0.09308263695450325,0.5030570592666567,direct_da,direct
household,household_size,4,24.0,596.0,0.09056603773584905,0.06917363045496751,2.1392407280881542,direct_da,direct
household,household_size,5plus,17.0,220.0,0.06415094339622641,0.0255338904363974,3.8617052959829015,direct_da,direct
person,education_level,no_certificate_or_diploma,0.0,346.0,0.0,0.032138212892439164,3.213821289243916,direct_da,direct
person,education_level,high_school_or_equivalent,25.0,1196.0,0.07936507936507936,0.1110904699981423,3.172539063306294,direct_da,direct
person,education_level,postsecondary_certificate_diploma_or_degree,290.0,9224.0,0.9206349206349206,0.8567713171094186,6.386360352550202,direct_da,direct
person,labour_force_status,employed,310.0,9010.0,0.7045454545454546,0.7000233082122601,0.45221463331944767,direct_da,direct
person,labour_force_status,unemployed,30.0,1039.0,0.06818181818181818,0.08072410846088104,1.2542290279062867,direct_da,direct
person,labour_force_status,not_in_labour_force,100.0,2822.0,0.22727272727272727,0.21925258332685882,0.8020143945868446,direct_da,direct
person,household_income,lt_20k,70.0,2177.0,0.1590909090909091,0.16913992696760158,1.004901787669249,direct_da,direct
person,household_income,20k_to_59k,210.0,7248.0,0.4772727272727273,0.5631264082044907,8.585368093176339,direct_da,direct
person,household_income,60k_to_99k,105.0,2499.0,0.23863636363636365,0.1941574081267967,4.447895550956696,direct_da,direct
person,household_income,100k_plus,55.0,947.0,0.125,0.07357625670111102,5.142374329888898,direct_da,direct
household,tenure,owner,115.0,2381.0,0.46,0.2763463324048282,18.365366759517183,direct_da,direct
household,tenure,renter_or_band,135.0,6235.0,0.54,0.7236536675951718,18.365366759517176,direct_da,direct
household,dwelling_type,single_detached_house,0.0,7.0,0.0,0.0008127249506559852,0.08127249506559851,direct_da,direct
household,dwelling_type,apartment,230.0,8157.0,0.8679245283018868,0.9470567746429815,7.913224634109472,direct_da,direct
household,dwelling_type,other_dwelling,35.0,449.0,0.1320754716981132,0.052130500406362475,7.994497129175074,direct_da,direct
person,citizenship_status,canadian_citizen,415.0,12751.0,0.7280701754385965,0.8270740092106117,9.900383377201516,direct_da,direct
person,citizenship_status,not_canadian_citizen,155.0,2666.0,0.2719298245614035,0.17292599078938833,9.90038337720152,direct_da,direct
person,immigrant_status,non_immigrant,370.0,10620.0,0.6434782608695652,0.688849970811442,4.537170994187678,direct_da,direct
person,immigrant_status,immigrant,150.0,3273.0,0.2608695652173913,0.21229811247324382,4.857145274414748,direct_da,direct
person,immigrant_status,non_permanent_resident,55.0,1524.0,0.09565217391304348,0.09885191671531426,0.3199742802270783,direct_da,direct
person,commute_mode,private_vehicle,70.0,0.0,0.4,0.0,40.0,direct_da,direct
person,commute_mode,public_transit,55.0,1556.0,0.3142857142857143,0.9835651074589128,66.92793931731985,direct_da,direct
person,commute_mode,active_transport,50.0,0.0,0.2857142857142857,0.0,28.57142857142857,direct_da,direct
person,commute_mode,other_method,0.0,26.0,0.0,0.01643489254108723,1.643489254108723,direct_da,direct
person,commute_duration,lt_15_min,35.0,1397.0,0.18421052631578946,0.24448722436121806,6.027669804542859,direct_da,direct
person,commute_duration,15_to_29_min,90.0,2281.0,0.47368421052631576,0.3991949597479874,7.448925077832835,direct_da,direct
person,commute_duration,30_to_44_min,55.0,1678.0,0.2894736842105263,0.2936646832341617,0.41909990236354,direct_da,direct
person,commute_duration,45_to_59_min,0.0,358.0,0.0,0.06265313265663283,6.265313265663283,direct_da,direct
person,commute_duration,60_plus_min,10.0,0.0,0.05263157894736842,0.0,5.263157894736842,direct_da,direct
household,bedrooms,no_bedroom,0.0,0.0,0.0,0.0,0.0,direct_da,direct
household,bedrooms,1_bedroom,80.0,3529.0,0.32,0.40958681522748375,8.958681522748375,direct_da,direct
household,bedrooms,2_bedrooms,75.0,3018.0,0.3,0.3502785515320334,5.027855153203342,direct_da,direct
household,bedrooms,3_bedrooms,65.0,1729.0,0.26,0.2006731662024141,5.932683379758591,direct_da,direct
household,bedrooms,4plus_bedrooms,30.0,340.0,0.12,0.03946146703806871,8.053853296193129,direct_da,direct
household,period_built,1945_or_before,210.0,2422.0,0.42857142857142855,0.2811049210770659,14.746650749436263,direct_da,direct
household,period_built,1946_to_1960,210.0,2178.0,0.42857142857142855,0.2527855153203343,17.57859132510943,direct_da,direct
household,period_built,1961_to_1970,15.0,1297.0,0.030612244897959183,0.1505338904363974,11.992164553843821,direct_da,direct
household,period_built,1971_to_1980,15.0,1257.0,0.030612244897959183,0.14589136490250695,11.527912000454776,direct_da,direct
household,period_built,1981_to_1990,10.0,526.0,0.02040816326530612,0.06104921077065924,4.064104750535312,direct_da,direct
household,period_built,1991_to_1995,15.0,336.0,0.030612244897959183,0.03899721448467967,0.8384969586720483,direct_da,direct
household,period_built,1996_to_2000,15.0,296.0,0.030612244897959183,0.034354688950789226,0.37424440528300434,direct_da,direct
household,period_built,2001_to_2005,0.0,65.0,0.0,0.0075441039925719594,0.754410399257196,direct_da,direct
household,period_built,2006_to_2010,0.0,67.0,0.0,0.007776230269266481,0.7776230269266481,direct_da,direct
household,period_built,2011_to_2015,0.0,37.0,0.0,0.004294336118848653,0.42943361188486534,direct_da,direct
household,period_built,2016_to_2021,0.0,135.0,0.0,0.015668523676880222,1.5668523676880222,direct_da,direct
household,dwelling_condition,regular_maintenance,110.0,4582.0,0.44,0.5318012999071495,9.180129990714953,direct_da,direct
household,dwelling_condition,minor_repairs,110.0,3225.0,0.44,0.37430362116991645,6.5696378830083555,direct_da,direct
household,dwelling_condition,major_repairs,30.0,809.0,0.12,0.09389507892293407,2.610492107706593,direct_da,direct
household,core_housing_need,not_in_core_need,235.0,7582.0,1.0,0.9145958986731001,8.54041013268999,direct_da,direct
household,core_housing_need,in_core_need,0.0,708.0,0.0,0.08540410132689988,8.540410132689988,direct_da,direct
person,sex,female,215.0,7792.0,0.524390243902439,0.5012221793387367,2.316806456370235,direct_da,direct
person,sex,male,195.0,7754.0,0.47560975609756095,0.49877782066126336,2.316806456370241,direct_da,direct
person,age_group,0_to_4,15.0,1298.0,0.036585365853658534,0.08349414640421973,4.69087805505612,direct_da,direct
person,age_group,5_to_14,45.0,1377.0,0.10975609756097561,0.08857583944423003,2.118025811674558,direct_da,direct
person,age_group,15_to_24,55.0,2105.0,0.13414634146341464,0.13540460568635018,0.125826422293554,direct_da,direct
person,age_group,25_to_34,85.0,4423.0,0.2073170731707317,0.2845104850122218,7.719341184149012,direct_da,direct
person,age_group,35_to_39,35.0,1502.0,0.08536585365853659,0.09661649298855012,1.1250639330013523,direct_da,direct
person,age_group,40_to_44,40.0,1368.0,0.0975609756097561,0.08799691238903898,0.9564063220717123,direct_da,direct
person,age_group,45_to_49,30.0,865.0,0.07317073170731707,0.05564132252669497,1.7529409180622095,direct_da,direct
person,age_group,50_to_54,30.0,1009.0,0.07317073170731707,0.06490415540975171,0.8266576297565359,direct_da,direct
person,age_group,55_to_59,20.0,958.0,0.04878048780487805,0.06162356876366911,1.284308095879106,direct_da,direct
person,age_group,60_to_64,20.0,641.0,0.04878048780487805,0.04123247137527338,0.7548016429604669,direct_da,direct
person,age_group,65_to_69,20.0,0.0,0.04878048780487805,0.0,4.878048780487805,direct_da,direct
person,age_group,70_to_74,10.0,0.0,0.024390243902439025,0.0,2.4390243902439024,direct_da,direct
person,age_group,75_to_79,0.0,0.0,0.0,0.0,0.0,direct_da,direct
person,age_group,80_to_84,5.0,0.0,0.012195121951219513,0.0,1.2195121951219512,direct_da,direct
person,age_group,85_plus,0.0,0.0,0.0,0.0,0.0,direct_da,direct
household,household_type,couple_with_children,40.0,1285.0,0.21052631578947367,0.14914113277623026,6.138518301324342,direct_da,direct
household,household_type,couple_without_children,35.0,1928.0,0.18421052631578946,0.22376973073351902,3.955920441772956,direct_da,direct
household,household_type,one_parent,15.0,415.0,0.07894736842105263,0.04816620241411328,3.078116600693935,direct_da,direct
household,household_type,one_person,80.0,4401.0,0.42105263157894735,0.5107938718662952,8.974124028734787,direct_da,direct
household,household_type,other,20.0,587.0,0.10526315789473684,0.06812906220984215,3.713409568489469,direct_da,direct
household,household_size,1,80.0,4401.0,0.4,0.5107938718662952,11.07938718662952,direct_da,direct
