unit,attribute,tvd,mae_pp,max_abs_pp,seed_to_census_ratio,fit_rating,recommended_use
household,dwelling_type,0.03358378530792326,2.2389190205282175,3.358378530792324,49.21714285714286,good,dwelling_type is reasonably aligned and suitable for the main results with light caveats.
household,dwelling_type,0.03407530082871657,2.2716867219144383,3.407530082871657,32.50188679245283,good,dwelling_type is reasonably aligned and suitable for the main results with light caveats.
household,household_size,0.0360904391690572,1.443617566762288,3.3181931567787757,25.719402985074627,good,household_size is reasonably aligned and suitable for the main results with light caveats.
household,dwelling_type,0.03627655869035176,2.418437246023451,3.6276558690351735,28.71,good,dwelling_type is reasonably aligned and suitable for the main results with light caveats.
household,dwelling_type,0.037558609972403095,2.5039073314935396,3.7558609972403123,26.501538461538463,good,dwelling_type is reasonably aligned and suitable for the main results with light caveats.
household,core_housing_need,0.03767282175002319,3.767282175002319,3.7672821750023204,25.50769230769231,good,core_housing_need is reasonably aligned and suitable for the main results with light caveats.
household,dwelling_type,0.03942971184350495,2.6286474562336637,3.9429711843504966,23.278378378378378,good,dwelling_type is reasonably aligned and suitable for the main results with light caveats.
household,core_housing_need,0.03959589867310011,3.9595898673100107,3.959589867310012,29.607142857142858,good,core_housing_need is reasonably aligned and suitable for the main results with light caveats.
household,core_housing_need,0.04062798192391481,4.062798192391481,4.062798192391481,24.746268656716417,good,core_housing_need is reasonably aligned and suitable for the main results with light caveats.
household,bedrooms,0.040747636101794465,1.6299054440717786,2.3747939287135478,35.16734693877551,good,bedrooms is reasonably aligned and suitable for the main results with light caveats.
household,core_housing_need,0.040809490906109844,4.080949090610984,4.080949090610986,16.097087378640776,good,core_housing_need is reasonably aligned and suitable for the main results with light caveats.
household,tenure,0.04105221475776935,4.105221475776935,4.105221475776938,33.78823529411765,good,tenure is reasonably aligned and suitable for the main results with light caveats.
household,bedrooms,0.04325941004213983,1.7303764016855934,3.746160988500822,26.51076923076923,good,bedrooms is reasonably aligned and suitable for the main results with light caveats.
household,core_housing_need,0.04617484604152114,4.617484604152114,4.617484604152117,21.81578947368421,good,core_housing_need is reasonably aligned and suitable for the main results with light caveats.
household,bedrooms,0.05093794753159277,2.0375179012637106,4.813079332105816,29.20677966101695,good,bedrooms is reasonably aligned and suitable for the main results with light caveats.
household,bedrooms,0.05244395808462661,2.0977583233850643,5.244395808462659,30.771428571428572,good,bedrooms is reasonably aligned and suitable for the main results with light caveats.
household,dwelling_type,0.05294322535701845,3.5295483571345634,5.294322535701845,29.196610169491525,good,dwelling_type is reasonably aligned and suitable for the main results with light caveats.
household,dwelling_type,0.05294322535701845,3.5295483571345634,5.294322535701845,28.71,good,dwelling_type is reasonably aligned and suitable for the main results with light caveats.
household,dwelling_type,0.05294322535701845,3.5295483571345634,5.294322535701845,34.452,good,dwelling_type is reasonably aligned and suitable for the main results with light caveats.
household,dwelling_type,0.05294322535701845,3.5295483571345634,5.294322535701845,21.80506329113924,good,dwelling_type is reasonably aligned and suitable for the main results with light caveats.
household,dwelling_type,0.05294322535701845,3.5295483571345634,5.294322535701845,31.32,good,dwelling_type is reasonably aligned and suitable for the main results with light caveats.
household,dwelling_type,0.05313265748837437,3.5421771658916246,5.313265748837436,45.33157894736842,good,dwelling_type is reasonably aligned and suitable for the main results with light caveats.
household,household_type,0.05472904532793113,2.1891618131172454,4.19515489153372,39.163636363636364,good,household_type is reasonably aligned and suitable for the main results with light caveats.
household,household_type,0.05533679412509494,2.213471765003798,4.274288849497763,31.330909090909092,good,household_type is reasonably aligned and suitable for the main results with light caveats.
household,bedrooms,0.0564066852367688,2.2562674094707518,5.203293749694571,30.231578947368423,good,bedrooms is reasonably aligned and suitable for the main results with light caveats.
household,household_size,0.05658860745827127,2.2635442983308507,3.629969121806914,40.074418604651164,good,household_size is reasonably aligned and suitable for the main results with light caveats.
household,core_housing_need,0.057453041530242985,5.745304153024298,5.7453041530243,26.317460317460316,good,core_housing_need is reasonably aligned and suitable for the main results with light caveats.
household,bedrooms,0.0598653667595172,2.394614670380688,5.9586815227483765,43.08,good,bedrooms is reasonably aligned and suitable for the main results with light caveats.
household,period_built,0.06067012685116531,1.103093215475733,3.4691188553335603,12.397122302158273,good,period_built is reasonably aligned and suitable for the main results with light caveats.
household,period_built,0.06112135812692915,1.1112974204896209,2.003187031042185,15.524324324324324,good,period_built is reasonably aligned and suitable for the main results with light caveats.
household,household_size,0.061814280029560555,2.472571201182422,6.181428002956052,35.16734693877551,good,household_size is reasonably aligned and suitable for the main results with light caveats.
household,tenure,0.06206061811911391,6.2060618119113915,6.206061811911392,30.771428571428572,good,tenure is reasonably aligned and suitable for the main results with light caveats.
household,core_housing_need,0.06274404682124825,6.274404682124825,6.2744046821248265,30.703703703703702,good,core_housing_need is reasonably aligned and suitable for the main results with light caveats.
household,dwelling_type,0.06291374738124812,4.1942498254165415,6.291374738124814,15.24424778761062,good,dwelling_type is reasonably aligned and suitable for the main results with light caveats.
household,tenure,0.0636536675951718,6.36536675951718,6.365366759517182,34.464,good,tenure is reasonably aligned and suitable for the main results with light caveats.
household,period_built,0.06448152455129766,1.172391355478139,2.886591665089111,16.730097087378642,good,period_built is reasonably aligned and suitable for the main results with light caveats.
household,household_size,0.06476887751261012,2.590755100504405,6.087542974729601,23.286486486486485,good,household_size is reasonably aligned and suitable for the main results with light caveats.
household,household_type,0.06491268236221875,2.59650729448875,4.568753895269712,23.605479452054794,good,household_type is reasonably aligned and suitable for the main results with light caveats.
household,household_type,0.06520427112349114,2.6081708449396457,6.520427112349118,28.72,good,household_type is reasonably aligned and suitable for the main results with light caveats.
household,bedrooms,0.06772084013703454,2.7088336054813817,3.9461467038068707,59.42068965517242,good,bedrooms is reasonably aligned and suitable for the main results with light caveats.
household,period_built,0.06804125792257072,1.2371137804103767,2.023535585967462,14.984347826086957,good,period_built is reasonably aligned and suitable for the main results with light caveats.
household,period_built,0.06890911446524586,1.2528929902771975,3.7793396817170866,13.35813953488372,good,period_built is reasonably aligned and suitable for the main results with light caveats.
household,household_type,0.07079387186629527,2.8317548746518106,7.079387186629521,34.464,good,household_type is reasonably aligned and suitable for the main results with light caveats.
household,bedrooms,0.07178505106778085,2.8714020427112343,5.483983286908075,35.9,good,bedrooms is reasonably aligned and suitable for the main results with light caveats.
household,bedrooms,0.07234089561588973,2.8936358246355893,7.234089561588974,20.76144578313253,good,bedrooms is reasonably aligned and suitable for the main results with light caveats.
household,core_housing_need,0.07249063551520539,7.249063551520539,7.249063551520541,21.81578947368421,good,core_housing_need is reasonably aligned and suitable for the main results with light caveats.
household,household_size,0.07489643596885934,2.9958574387543733,7.489643596885931,22.092307692307692,good,household_size is reasonably aligned and suitable for the main results with light caveats.
household,household_size,0.07587279480037142,3.0349117920148565,7.587279480037146,22.976,good,household_size is reasonably aligned and suitable for the main results with light caveats.
household,household_type,0.07836143943386281,3.1344575773545125,7.836143943386276,46.57297297297297,good,household_type is reasonably aligned and suitable for the main results with light caveats.
household,core_housing_need,0.07853032490260828,7.853032490260828,7.853032490260831,27.18032786885246,good,core_housing_need is reasonably aligned and suitable for the main results with light caveats.
household,dwelling_condition,0.07882137883008358,5.254758588672239,7.8821378830083555,26.925,good,dwelling_condition is reasonably aligned and suitable for the main results with light caveats.
household,household_type,0.0789229340761374,3.156917363045496,7.489643596885931,22.092307692307692,good,household_type is reasonably aligned and suitable for the main results with light caveats.
household,tenure,0.07962502092941837,7.962502092941836,7.962502092941836,28.249180327868853,good,tenure is reasonably aligned and suitable for the main results with light caveats.
household,bedrooms,0.07964773653193867,3.1859094612775465,4.223987645197353,35.16734693877551,good,bedrooms is reasonably aligned and suitable for the main results with light caveats.
household,tenure,0.07991776097625679,7.991776097625679,7.99177609762568,30.771428571428572,good,tenure is reasonably aligned and suitable for the main results with light caveats.
household,dwelling_type,0.07994497129175072,5.329664752783382,7.994497129175074,32.50188679245283,good,dwelling_type is reasonably aligned and suitable for the main results with light caveats.
household,household_size,0.07996750232126275,3.19870009285051,7.079387186629521,34.464,good,household_size is reasonably aligned and suitable for the main results with light caveats.
household,household_size,0.08051047595979174,3.22041903839167,8.051047595979178,14.984347826086957,good,household_size is reasonably aligned and suitable for the main results with light caveats.
household,tenure,0.08079652473802892,8.079652473802893,8.079652473802895,24.617142857142856,good,tenure is reasonably aligned and suitable for the main results with light caveats.
household,tenure,0.08079652473802892,8.079652473802893,8.079652473802895,20.514285714285716,good,tenure is reasonably aligned and suitable for the main results with light caveats.
household,household_type,0.08080710800292376,3.23228432011695,8.08071080029238,36.66382978723404,good,household_type is reasonably aligned and suitable for the main results with light caveats.
household,dwelling_condition,0.08180129990714952,5.453419993809968,8.180129990714951,35.9,good,dwelling_condition is reasonably aligned and suitable for the main results with light caveats.
household,tenure,0.0818626228190524,8.18626228190524,8.186262281905243,25.719402985074627,good,tenure is reasonably aligned and suitable for the main results with light caveats.
household,household_type,0.08223073351903432,3.289229340761372,7.329387186629521,35.9,good,household_type is reasonably aligned and suitable for the main results with light caveats.
household,dwelling_condition,0.08331645142230101,5.554430094820067,8.331645142230105,26.10909090909091,good,dwelling_condition is reasonably aligned and suitable for the main results with light caveats.
household,bedrooms,0.08465355153203342,3.3861420612813373,8.46535515320334,26.925,good,bedrooms is reasonably aligned and suitable for the main results with light caveats.
household,core_housing_need,0.08540410132689989,8.540410132689988,8.54041013268999,35.276595744680854,good,core_housing_need is reasonably aligned and suitable for the main results with light caveats.
household,core_housing_need,0.08540410132689989,8.540410132689988,8.54041013268999,42.51282051282051,good,core_housing_need is reasonably aligned and suitable for the main results with light caveats.
household,core_housing_need,0.08540410132689989,8.540410132689988,8.54041013268999,63.76923076923077,good,core_housing_need is reasonably aligned and suitable for the main results with light caveats.
household,core_housing_need,0.08540410132689989,8.540410132689988,8.54041013268999,43.63157894736842,good,core_housing_need is reasonably aligned and suitable for the main results with light caveats.
household,core_housing_need,0.08540410132689989,8.540410132689988,8.54041013268999,36.04347826086956,good,core_housing_need is reasonably aligned and suitable for the main results with light caveats.
household,core_housing_need,0.08540410132689989,8.540410132689988,8.54041013268999,37.68181818181818,good,core_housing_need is reasonably aligned and suitable for the main results with light caveats.
household,core_housing_need,0.08540410132689989,8.540410132689988,8.54041013268999,41.45,good,core_housing_need is reasonably aligned and suitable for the main results with light caveats.
household,core_housing_need,0.08540410132689989,8.540410132689988,8.54041013268999,37.68181818181818,good,core_housing_need is reasonably aligned and suitable for the main results with light caveats.
household,core_housing_need,0.08540410132689989,8.540410132689988,8.54041013268999,33.83673469387755,good,core_housing_need is reasonably aligned and suitable for the main results with light caveats.
household,dwelling_condition,0.08664000958456886,5.776000638971257,8.664000958456885,27.793548387096774,good,dwelling_condition is reasonably aligned and suitable for the main results with light caveats.
household,household_type,0.08771694878937218,3.5086779515748874,8.771694878937215,33.13846153846154,good,household_type is reasonably aligned and suitable for the main results with light caveats.
household,bedrooms,0.08852085099511524,3.540834039804609,8.450405716361875,37.46086956521739,good,bedrooms is reasonably aligned and suitable for the main results with light caveats.
household,dwelling_condition,0.08911101297642504,5.940734198428336,8.911101297642505,42.02926829268293,good,dwelling_condition is reasonably aligned and suitable for the main results with light caveats.
household,dwelling_condition,0.08917834908747738,5.945223272498492,8.917834908747741,28.249180327868853,good,dwelling_condition is reasonably aligned and suitable for the main results with light caveats.
household,dwelling_condition,0.08994083479087044,5.996055652724696,8.994083479087045,40.074418604651164,good,dwelling_condition is reasonably aligned and suitable for the main results with light caveats.
household,dwelling_condition,0.09001025513103009,6.000683675402006,9.001025513103011,25.719402985074627,good,dwelling_condition is reasonably aligned and suitable for the main results with light caveats.
household,tenure,0.09032033426183847,9.032033426183848,9.03203342618385,57.44,good,tenure is reasonably aligned and suitable for the main results with light caveats.
household,dwelling_condition,0.09077565888150849,6.051710592100566,9.07756588815085,22.092307692307692,good,dwelling_condition is reasonably aligned and suitable for the main results with light caveats.
household,household_size,0.09116527390900654,3.646610956360262,7.253946146703816,28.72,good,household_size is reasonably aligned and suitable for the main results with light caveats.
household,dwelling_condition,0.09132510943095903,6.088340628730602,9.132510943095905,20.514285714285716,good,dwelling_condition is reasonably aligned and suitable for the main results with light caveats.
household,household_size,0.09137650882079851,3.6550603528319403,7.329387186629521,35.9,good,household_size is reasonably aligned and suitable for the main results with light caveats.
household,household_type,0.09155333442569227,3.662133377027691,5.6741220164946204,25.341176470588234,good,household_type is reasonably aligned and suitable for the main results with light caveats.
household,dwelling_condition,0.0918012999071495,6.120086660476633,9.180129990714953,34.464,good,dwelling_condition is reasonably aligned and suitable for the main results with light caveats.
household,household_type,0.09265440399577371,3.7061761598309486,9.265440399577374,29.71034482758621,good,household_type is reasonably aligned and suitable for the main results with light caveats.
household,dwelling_condition,0.09320480867907932,6.213653911938621,9.320480867907937,30.231578947368423,good,dwelling_condition is reasonably aligned and suitable for the main results with light caveats.
household,dwelling_condition,0.0932288463625511,6.215256424170073,9.322884636255107,22.37922077922078,good,dwelling_condition is reasonably aligned and suitable for the main results with light caveats.
household,household_size,0.09481044480650304,3.7924177922601214,9.481044480650308,32.51320754716981,good,household_size is reasonably aligned and suitable for the main results with light caveats.
household,dwelling_condition,0.09487822298407259,6.325214865604839,9.487822298407261,26.51076923076923,good,dwelling_condition is reasonably aligned and suitable for the main results with light caveats.
household,household_size,0.09569953224365371,3.8279812897461483,9.569953224365369,32.51320754716981,good,household_size is reasonably aligned and suitable for the main results with light caveats.
household,dwelling_condition,0.09608701419286378,6.405800946190919,9.60870141928638,30.771428571428572,good,dwelling_condition is reasonably aligned and suitable for the main results with light caveats.
household,household_type,0.09634898527656187,3.853959411062475,9.634898527656189,15.385714285714286,good,household_type is reasonably aligned and suitable for the main results with light caveats.
household,household_type,0.0971334039520316,3.8853361580812638,9.483993095060617,24.270422535211267,good,household_type is reasonably aligned and suitable for the main results with light caveats.
household,bedrooms,0.09806485947867835,3.922594379147134,9.251364449577643,42.02926829268293,good,bedrooms is reasonably aligned and suitable for the main results with light caveats.
household,dwelling_condition,0.09877330190700664,6.584886793800443,9.877330190700661,33.13846153846154,good,dwelling_condition is reasonably aligned and suitable for the main results with light caveats.
household,dwelling_condition,0.0998012999071495,6.653419993809967,9.980129990714953,34.464,good,dwelling_condition is reasonably aligned and suitable for the main results with light caveats.
household,dwelling_condition,0.09998209311579787,6.665472874386524,9.998209311579787,49.23428571428571,good,dwelling_condition is reasonably aligned and suitable for the main results with light caveats.
household,household_size,0.1004451362717789,4.017805450871156,5.491151892511875,25.341176470588234,moderate,"household_size is usable, but should be reported with caution and discussed as a partial-strength result."
household,household_size,0.10095780629252477,4.038312251700991,10.09578062925247,28.249180327868853,moderate,"household_size is usable, but should be reported with caution and discussed as a partial-strength result."
household,core_housing_need,0.10103657663920178,10.103657663920178,10.103657663920181,28.10169491525424,moderate,"core_housing_need is usable, but should be reported with caution and discussed as a partial-strength result."
household,dwelling_condition,0.10110621489565735,6.740414326377158,10.11062148956573,28.249180327868853,moderate,"dwelling_condition is usable, but should be reported with caution and discussed as a partial-strength result."
household,household_size,0.1011738061180958,4.046952244723832,7.836143943386276,46.57297297297297,moderate,"household_size is usable, but should be reported with caution and discussed as a partial-strength result."
household,household_type,0.10255795546219762,4.102318218487905,10.09578062925247,28.249180327868853,moderate,"household_type is usable, but should be reported with caution and discussed as a partial-strength result."
household,dwelling_condition,0.1028157926607727,6.854386177384847,10.281579266077273,24.973913043478262,moderate,"dwelling_condition is usable, but should be reported with caution and discussed as a partial-strength result."
household,bedrooms,0.1031483318706198,4.125933274824792,8.356386970402308,23.605479452054794,moderate,"bedrooms is usable, but should be reported with caution and discussed as a partial-strength result."
household,dwelling_condition,0.10322987133572092,6.881991422381395,10.322987133572099,30.771428571428572,moderate,"dwelling_condition is usable, but should be reported with caution and discussed as a partial-strength result."
household,dwelling_condition,0.10322987133572092,6.881991422381395,10.322987133572099,35.16734693877551,moderate,"dwelling_condition is usable, but should be reported with caution and discussed as a partial-strength result."
household,dwelling_condition,0.10328258572663529,6.885505715109019,10.328258572663529,14.855172413793104,moderate,"dwelling_condition is usable, but should be reported with caution and discussed as a partial-strength result."
household,household_type,0.10432762215097839,4.173104886039136,9.698498624761303,32.51320754716981,moderate,"household_type is usable, but should be reported with caution and discussed as a partial-strength result."
household,household_type,0.10454387186629524,4.181754874651809,10.454387186629521,53.85,moderate,"household_type is usable, but should be reported with caution and discussed as a partial-strength result."
household,dwelling_condition,0.10514843362460413,7.0098955749736085,10.514843362460407,23.605479452054794,moderate,"dwelling_condition is usable, but should be reported with caution and discussed as a partial-strength result."
household,dwelling_condition,0.10569637883008358,7.046425255338905,10.569637883008355,34.464,moderate,"dwelling_condition is usable, but should be reported with caution and discussed as a partial-strength result."
household,dwelling_condition,0.1059948482942463,7.06632321961642,10.599484829424632,27.793548387096774,moderate,"dwelling_condition is usable, but should be reported with caution and discussed as a partial-strength result."
household,period_built,0.10623424857408147,1.9315317922560267,6.205730202944687,8.205714285714286,moderate,"period_built is usable, but should be reported with caution and discussed as a partial-strength result."
household,household_type,0.10728509993647067,4.291403997458827,10.728509993647068,30.231578947368423,moderate,"household_type is usable, but should be reported with caution and discussed as a partial-strength result."
household,household_size,0.10755206260777293,4.302082504310918,10.349184241941911,24.617142857142856,moderate,"household_size is usable, but should be reported with caution and discussed as a partial-strength result."
household,tenure,0.10826905221055641,10.826905221055641,10.826905221055643,26.51076923076923,moderate,"tenure is usable, but should be reported with caution and discussed as a partial-strength result."
household,household_type,0.1102662551130518,4.410650204522073,8.380072272829942,23.286486486486485,moderate,"household_type is usable, but should be reported with caution and discussed as a partial-strength result."
household,dwelling_condition,0.11111164473473573,7.407442982315715,11.111164473473572,29.71034482758621,moderate,"dwelling_condition is usable, but should be reported with caution and discussed as a partial-strength result."
household,household_size,0.11220984215413181,4.4883936861652725,11.07938718662952,43.08,moderate,"household_size is usable, but should be reported with caution and discussed as a partial-strength result."
household,bedrooms,0.11259555335088588,4.503822134035436,11.096112997799567,23.605479452054794,moderate,"bedrooms is usable, but should be reported with caution and discussed as a partial-strength result."
household,household_size,0.11424214772836422,4.569685909134568,11.424214772836416,29.71034482758621,moderate,"household_size is usable, but should be reported with caution and discussed as a partial-strength result."
household,household_size,0.1157812707255604,4.631250829022416,10.007958615200952,30.771428571428572,moderate,"household_size is usable, but should be reported with caution and discussed as a partial-strength result."
household,household_type,0.11632477220150136,4.652990888060055,11.63247722015014,29.20677966101695,moderate,"household_type is usable, but should be reported with caution and discussed as a partial-strength result."
household,household_type,0.1163817844179961,4.655271376719844,9.55073014265215,31.330909090909092,moderate,"household_type is usable, but should be reported with caution and discussed as a partial-strength result."
household,bedrooms,0.11698945358350414,4.679578143340166,10.633354356090466,32.51320754716981,moderate,"bedrooms is usable, but should be reported with caution and discussed as a partial-strength result."
household,dwelling_condition,0.11800819645887364,7.867213097258243,11.800819645887367,29.71034482758621,moderate,"dwelling_condition is usable, but should be reported with caution and discussed as a partial-strength result."
household,core_housing_need,0.11829960237680381,11.829960237680382,11.829960237680382,30.703703703703702,moderate,"core_housing_need is usable, but should be reported with caution and discussed as a partial-strength result."
household,dwelling_condition,0.11846796657381617,7.897864438254411,11.84679665738162,57.44,moderate,"dwelling_condition is usable, but should be reported with caution and discussed as a partial-strength result."
household,household_size,0.11948952404020828,4.779580961608331,11.948952404020824,37.46086956521739,moderate,"household_size is usable, but should be reported with caution and discussed as a partial-strength result."
household,household_type,0.1194895240402083,4.779580961608332,11.948952404020824,37.46086956521739,moderate,"household_type is usable, but should be reported with caution and discussed as a partial-strength result."
household,tenure,0.12020539173310285,12.020539173310285,12.020539173310285,29.71034482758621,moderate,"tenure is usable, but should be reported with caution and discussed as a partial-strength result."
household,dwelling_condition,0.12127498411767582,8.084998941178387,12.127498411767585,45.34736842105263,moderate,"dwelling_condition is usable, but should be reported with caution and discussed as a partial-strength result."
household,bedrooms,0.12145122200714478,4.858048880285791,12.145122200714475,29.20677966101695,moderate,"bedrooms is usable, but should be reported with caution and discussed as a partial-strength result."
household,household_size,0.12511724344144912,5.004689737657965,11.63247722015014,29.20677966101695,moderate,"household_size is usable, but should be reported with caution and discussed as a partial-strength result."
household,household_size,0.12783194057567318,5.113277623026927,10.587279480037148,28.72,moderate,"household_size is usable, but should be reported with caution and discussed as a partial-strength result."
household,bedrooms,0.12828641939109608,5.131456775643843,12.011313101695741,45.34736842105263,moderate,"bedrooms is usable, but should be reported with caution and discussed as a partial-strength result."
household,household_type,0.12930044470507743,5.172017788203097,8.974124028734787,45.34736842105263,moderate,"household_type is usable, but should be reported with caution and discussed as a partial-strength result."
household,household_size,0.1302671562420866,5.210686249683464,11.685447792690129,52.21818181818182,moderate,"household_size is usable, but should be reported with caution and discussed as a partial-strength result."
household,household_type,0.1306950981333846,5.227803925335383,12.713716261646347,29.71034482758621,moderate,"household_type is usable, but should be reported with caution and discussed as a partial-strength result."
household,tenure,0.13391007785158204,13.391007785158205,13.391007785158205,22.092307692307692,moderate,"tenure is usable, but should be reported with caution and discussed as a partial-strength result."
household,bedrooms,0.13685954250021107,5.4743817000084425,13.685954250021105,26.10909090909091,moderate,"bedrooms is usable, but should be reported with caution and discussed as a partial-strength result."
household,household_size,0.13936530043772383,5.574612017508953,13.936530043772377,24.617142857142856,moderate,"household_size is usable, but should be reported with caution and discussed as a partial-strength result."
household,bedrooms,0.13986536675951716,5.594614670380686,8.958681522748375,34.464,moderate,"bedrooms is usable, but should be reported with caution and discussed as a partial-strength result."
household,household_size,0.14033890436397403,5.613556174558961,13.92061281337048,28.72,moderate,"household_size is usable, but should be reported with caution and discussed as a partial-strength result."
household,period_built,0.14060220188353895,2.5564036706097992,6.681920679135164,15.385714285714286,moderate,"period_built is usable, but should be reported with caution and discussed as a partial-strength result."
household,period_built,0.14265728123666846,2.5937687497576083,4.451178197696304,15.524324324324324,moderate,"period_built is usable, but should be reported with caution and discussed as a partial-strength result."
